,Client Birthdate,Client Monthly Income,Loan Start Date,Loan Due Date,Loan Amount,Loan Purpose,Client IBAN,Client Status,Paid in time
262,12/4/1976,4086.45,1/11/2015,1/6/2017,5000,others,CH8740132849041766,female : divorced/separated/married,YES
263,8/6/1960,3387.54,1/7/2013,1/7/2013,2000,car (used),DE6143433943909972,male : married/widowed,YES
264,17/3/1957,3194.05,9/8/2016,10/3/2017,4000,retraining,DE6994328984641142,female : divorced/separated/married,YES
265,1/9/1955,4607.2,7/7/2014,6/8/2015,5000,retraining,DE2917337593330887,None,YES
266,3/12/1966,2802.5,19/11/2016,20/10/2018,1500,repairs,CH2629246242699201,male : single,YES
267,20/3/1990,6168.52,26/6/2016,26/7/2017,6000,furniture/equipment,DE5639225713724482,male : divorced/separated,YES
268,16/7/1964,3242.64,21/5/2014,20/11/2014,10000,others,DE2825330910315539,female : divorced/separated/married,YES
269,20/9/1960,4534.38,11/5/2017,10/6/2018,4000,car (used),CH3557814914547439,male : divorced/separated,YES
270,1/5/1954,2951.94,28/8/2017,28/9/2017,2000,repairs,DE7970258645719698,None,YES
271,15/2/1950,2235.18,13/5/2016,13/4/2018,10000,car (used),FR6972882803478923,female : single,YES
272,14/8/1955,3481.82,27/2/2016,27/11/2017,8000,others,FR5309622208911598,male : divorced/separated,YES
273,3/9/1956,4193.88,21/4/2017,22/7/2017,8000,busines,DE1619980899529291,male : married/widowed,YES
274,16/11/1961,2653.95,8/4/2016,8/3/2018,500,others,CH5557351451694451,male : single,NO
275,3/9/1981,None,6/5/2013,6/4/2015,2000,vacation,DE2920612973092287,female : divorced/separated/married,None
276,24/10/1944,2426.91,26/5/2016,25/12/2016,500,business,FR4720032671568417,male : divorced/separated,YES
277,7/7/1945,2240.0,22/10/2013,22/1/2014,1500,retraining,DE3827858964567303,female : divorced/separated/married,YES
278,30/10/1971,4107.92,18/11/2014,17/2/2015,1500,business,ES871638759613649,male : divorced/separated,YES
279,5/2/1990,4371.78,25/11/2013,25/11/2015,1500,education,DE3874376551773644,male : married/widowed,YES
280,9/11/1995,5200.92,14/8/2016,15/7/2018,1000,business,DE3225184335075196,female : single,YES
281,29/3/1978,1562.52,12/11/2014,13/6/2015,5000,radio/television,CH7738577473937516,male : single,YES
282,29/4/1997,3322.35,22/8/2014,22/9/2014,10000,business,CH3110148938811396,female : single,YES
283,20/10/1943,1303.88,30/1/2013,1/8/2013,1000,car (new),DE679558466076021,male : married/widowed,YES
284,5/2/1955,2736.67,25/8/2015,25/3/2017,2000,business,DE3858966070024809,female : divorced/separated/married,YES
285,7/6/1975,4739.63,19/8/2017,18/11/2017,1500,car (new),FR5384902645808013,female : single,YES
286,14/11/1997,3328.17,5/6/2014,4/9/2015,8000,repairs,FR7049925591206109,male : divorced/separated,YES
287,29/3/1958,4306.52,6/10/2013,7/8/2014,4000,None,CH6957509631262376,female : divorced/separated/married,YES
288,25/7/1985,10794.65,1/10/2014,2/5/2015,4000,car (new),DE4181841164733308,female : single,YES
289,30/12/1962,3849.99,2/7/2014,1/12/2014,5000,business,ES3462033560651483,male : married/widowed,YES
290,12/7/1971,3396.46,12/9/2017,12/9/2018,10000,education,CH3638642696929383,female : divorced/separated/married,NO
291,15/4/1986,2960.1,19/12/2015,19/3/2017,6000,others,FR1948620460754698,male : single,YES
292,7/7/1953,2226.29,24/7/2014,23/3/2016,1500,car (used),CH2157090752535173,female : single,YES
293,26/9/1979,1116.01,29/1/2017,30/6/2018,1000,others,CH6819542407541856,male : divorced/separated,YES
294,1/1/1900,2820.04,20/6/2016,20/4/2017,6000,education,FR1278018206162727,None,NO
295,13/11/1994,2552.59,15/2/2015,17/7/2015,6000,business,DE8252659678837522,female : single,YES
296,23/11/1947,1772.3,20/12/2015,19/6/2017,3000,others,FR2525390517782102,male : single,YES
297,11/9/1967,1282.42,12/8/2015,12/8/2015,1000,car (new),DE8420104874605522,male : single,YES
298,25/10/1967,2162.23,16/4/2014,16/3/2015,8000,domestic appliances,CH5062680879689107,male : divorced/separated,NO
299,5/2/1960,2228.09,5/2/2015,5/9/2016,10000,radio/television,DE798715239218543,female : single,YES
300,17/4/1940,2290.31,18/3/2014,16/2/2016,2000,furniture/equipment,BE8805367907019798,female : divorced/separated/married,YES
301,17/1/1997,3673.25,31/5/2013,29/11/2014,1000,education,ES8447640745948061,male : married/widowed,YES
302,21/7/1970,2920.52,11/1/2015,12/4/2016,1500,domestic appliances,FR9675916031393894,female : divorced/separated/married,YES
303,18/4/1965,4829.47,17/10/2017,17/9/2018,2000,domestic appliances,CH1642805039032492,male : married/widowed,YES
304,4/1/1945,3866.96,10/8/2014,10/4/2016,3000,repairs,CH6109281796844886,male : married/widowed,YES
305,9/12/1996,671.22,2/10/2017,3/3/2019,6000,busines,BE6497375315851351,male : married/widowed,YES
306,4/5/1953,3971.64,27/9/2014,26/2/2016,5000,repairs,CH1604091957477495,male : single,YES
307,24/8/1978,1983.2,12/6/2017,13/4/2018,2000,vacation,FR6518378253920360,None,YES
308,20/11/1946,3957.6,5/7/2014,4/11/2014,2000,repairs,FR9144506149680855,male : divorced/separated,YES
309,18/10/1977,None,2/4/2017,1/10/2017,1000,education,CH5103471844809338,None,YES
310,29/8/1951,2513.8,18/8/2016,19/3/2018,5000,furniture/equipment,DE2315978100120424,female : single,YES
311,5/2/1958,33426.15,25/3/2015,22/11/2016,8000,domestic appliances,DE5975721422375468,female : single,YES
312,13/1/1960,3189.71,6/12/2016,6/8/2017,3000,others,FR8692981710141163,male : divorced/separated,YES
313,17/8/1995,11327.39,24/1/2015,26/7/2015,4000,radio/television,FR1740875546619290,None,YES
314,14/9/1994,1661.78,17/7/2015,15/12/2016,6000,retraining,BE2935271378620514,male : married/widowed,YES
315,8/9/1969,3996.12,16/2/2017,17/11/2017,500,vacation,DE2854039668301990,female : single,YES
316,14/11/1940,2722.27,20/1/2013,1/7/2014,5000,repairs,CH5718278952729029,female : divorced/separated/married,YES
317,24/12/1975,3609.4,26/8/2016,24/2/2018,4000,others,DE3869661998128574,male : divorced/separated,YES
318,28/9/1942,3913.82,4/9/2014,3/9/2016,6000,education,FR960634156517878,male : married/widowed,YES
319,3/2/1990,3397.97,10/1/2015,12/3/2015,4000,retraining,BE4677357548877232,male : divorced/separated,YES
320,14/3/1997,None,2/3/2015,31/1/2016,1500,business,ES3656364452797256,male : married/widowed,YES
321,17/8/1958,1124.81,25/3/2015,23/2/2016,10000,vacation,CH9441458037355294,female : single,YES
322,25/5/1958,2971.41,18/2/2014,20/5/2014,8000,retraining,DE4256646776502830,female : divorced/separated/married,YES
323,3/8/1969,2366.4,1/8/2015,30/9/2015,10000,car (new),DE483414617195160,female : divorced/separated/married,YES
324,20/7/1982,3135.51,30/12/2013,30/6/2014,2000,repairs,CH4418164471190693,female : single,YES
325,28/9/1959,2647.17,20/2/2014,21/12/2014,1000,car (new),DE4929247372777361,female : single,YES
326,20/5/1957,3446.91,25/7/2017,24/12/2017,8000,others,DE167285888935032,male : divorced/separated,YES
327,7/2/1966,15911.24,12/10/2014,6/1/2017,10000,domestic appliances,BE2663033771731038,female : single,YES
328,16/4/1988,None,2/10/2013,2/12/2013,1000,education,DE9889561544342112,male : single,YES
329,20/8/1968,3275.45,6/1/2015,6/1/2015,2000,retraining,DE8461675332580457,female : single,YES
330,18/7/1957,3762.04,20/8/2016,20/8/2017,5000,car (new),DE2412517678807525,female : divorced/separated/married,YES
331,24/6/1982,2522.78,1/12/2015,30/11/2016,8000,busines,DE6766757302399808,male : divorced/separated,YES
332,6/5/1984,4136.16,15/11/2013,17/3/2014,10000,radio/television,FR4277714804863252,male : married/widowed,YES
333,20/5/1985,3093.18,6/5/2015,5/5/2017,5000,radio/television,DE5861225482182395,female : divorced/separated/married,YES
334,6/8/1967,4082.05,7/7/2014,6/10/2015,10000,None,DE6948508709769825,None,YES
335,30/12/1983,1321.82,5/7/2015,2/2/2017,6000,others,DE5674471033207226,male : single,YES
336,1/10/1978,4106.11,24/3/2013,24/5/2013,1500,education,FR5203665197841560,None,YES
337,29/12/1955,1151.98,22/6/2014,23/7/2015,6000,radio/television,DE3898631352981691,male : married/widowed,YES
338,9/10/1978,809.97,10/6/2017,11/4/2019,3000,others,CH4260058236537094,male : divorced/separated,YES
339,1/1/1900,2001.52,25/6/2014,24/11/2014,1500,furniture/equipment,CH4255557090824632,female : single,YES
340,1/1/1900,5506.06,30/5/2014,29/11/2015,8000,others,DE8158584999493541,None,YES
341,21/1/1996,28891.74,29/8/2017,28/12/2017,5000,others,DE5559804043628970,male : divorced/separated,YES
342,5/12/1961,3832.48,6/7/2013,16/5/2013,4000,business,CH3278396230881131,male : divorced/separated,YES
343,23/5/1999,3565.29,7/12/2016,8/8/2017,3000,others,CH9583408677326133,male : single,NO
344,26/12/1971,3052.75,21/9/2014,20/8/2016,2000,business,DE2961219432070463,female : divorced/separated/married,YES
345,22/4/1985,3358.42,7/11/2016,7/11/2016,10000,others,DE2141739589629932,male : divorced/separated,YES
346,18/6/1974,None,2/1/2016,2/6/2016,5000,repairs,DE3517409546917893,None,YES
347,2/1/1954,-1575.89,21/10/2013,20/2/2014,4000,car (new),CH9286239511988767,male : married/widowed,YES
348,21/12/1996,None,21/6/2013,20/10/2014,1500,retraining,CH1742020576939058,None,YES
349,28/10/1955,18743.27,27/11/2014,27/4/2016,3000,others,DE3463511512103094,male : single,NO
350,2/8/1977,2039.49,23/2/2016,24/8/2016,5000,furniture/equipment,CH7203041927174003,None,YES
351,20/11/1964,3816.7,23/7/2015,21/1/2017,2000,None,FR5087951547244383,female : single,YES
352,7/7/1952,3941.15,31/10/2017,1/10/2019,6000,busines,FR9959774151702875,None,YES
353,25/4/1987,2452.81,9/1/2014,11/3/2015,4000,car (used),FR3148409255594743,male : married/widowed,YES
354,18/10/1975,2319.95,24/3/2013,24/3/2014,4000,retraining,DE2384399414473891,male : married/widowed,YES
355,6/8/1968,3444.32,17/2/2017,19/7/2018,500,car (new),CH923506985285064,male : married/widowed,YES
356,4/8/1953,2679.4,6/6/2013,7/3/2014,6000,others,CH6945744965635520,None,YES
357,9/12/1980,3725.05,18/3/2017,17/10/2017,8000,None,DE8343743670846137,male : married/widowed,YES
358,21/7/1941,3955.31,24/4/2016,23/10/2017,4000,domestic appliances,DE1510855145946195,male : married/widowed,YES
359,14/5/1954,3633.38,31/7/2017,30/8/2018,1000,business,CH1150276369021326,male : married/widowed,YES
360,13/6/1966,4229.23,28/8/2016,26/2/2018,10000,business,ES9961863411031217,female : single,YES
361,15/1/1944,2459.0,12/12/2015,10/11/2017,10000,repairs,CH9369683510870531,female : divorced/separated/married,YES
362,25/3/1960,12309.1,26/11/2014,26/12/2014,10000,retraining,DE6173488534941395,male : married/widowed,YES
363,25/8/1974,3509.46,20/6/2014,19/5/2016,3000,car (new),DE5786751921558779,male : divorced/separated,YES
364,1/10/1950,4059.16,21/7/2014,20/9/2015,6000,retraining,BE9626890964367256,male : single,YES
365,21/12/1957,2893.84,30/7/2015,30/5/2016,2000,vacation,CH6714191511743318,female : divorced/separated/married,YES
366,10/10/1950,1520.28,20/2/2016,21/6/2016,3000,radio/television,BE9748854164110666,female : single,YES
367,19/9/1960,8513.49,23/4/2017,23/7/2018,2000,others,DE2506010506574818,male : divorced/separated,YES
368,29/6/1959,3814.56,10/3/2013,9/9/2013,5000,domestic appliances,DE1251430341758583,female : single,YES
369,2/4/1969,3259.97,3/1/2017,4/6/2017,5000,busines,CH4371247724124512,male : single,YES
370,13/11/1994,2739.85,26/9/2016,25/2/2017,4000,repairs,FR2320505002701825,male : divorced/separated,YES
371,3/5/1977,None,1/5/2015,30/12/2015,1500,domestic appliances,DE6923474462062159,None,YES
372,26/10/1972,15520.73,17/3/2013,17/5/2014,6000,car (used),DE9434751924099971,male : divorced/separated,YES
373,23/11/1959,3586.24,23/6/2016,22/11/2017,8000,others,FR9660161712004502,male : single,YES
374,30/5/1973,2094.59,11/1/2013,12/6/2013,500,domestic appliances,CH126190529419458,male : married/widowed,YES
375,2/8/1982,2658.69,26/4/2013,24/2/2014,6000,car (new),CH1522436035005525,male : single,YES
376,15/11/1954,2649.1,24/8/2013,10/1/2014,6000,repairs,DE6263318517850946,male : single,YES
377,31/3/1966,3658.8,30/8/2014,29/1/2015,8000,business,CH1646198480444589,male : single,YES
378,1/1/1900,None,21/4/2015,19/2/2016,4000,repairs,ES8603610369228057,None,YES
379,18/12/1972,1984.17,11/9/2015,11/4/2016,10000,car (new),CH924414747194256,male : divorced/separated,YES
380,29/9/1992,4229.35,11/11/2015,10/9/2016,2000,education,CH1504748169228016,female : divorced/separated/married,YES
381,2/2/1967,13078.15,4/8/2016,4/6/2017,1000,domestic appliances,ES8456587815821995,male : divorced/separated,YES
382,4/11/1995,None,20/8/2013,19/12/2013,2000,radio/television,FR2035284809200994,male : divorced/separated,YES
383,27/11/1970,1769.53,30/3/2017,30/7/2017,5000,domestic appliances,DE8714702405186079,male : divorced/separated,YES
384,4/2/1998,2979.29,31/5/2017,31/3/2018,1500,repairs,DE7475134205550554,male : married/widowed,YES
385,17/11/1955,3239.13,10/11/2016,10/11/2017,6000,car (new),DE9168919704970378,female : single,YES
386,2/5/1951,1573.17,16/7/2013,14/2/2014,6000,repairs,DE2302103634054341,None,YES
387,27/2/1945,1860.32,2/1/2014,2/2/2015,1500,education,ES7920413571035082,male : divorced/separated,YES
388,26/5/1972,2322.79,29/5/2014,28/10/2015,2000,retraining,BE2634945586844268,female : divorced/separated/married,YES
389,25/2/1980,1658.43,1/9/2017,2/6/2018,6000,domestic appliances,BE278147642097683,male : divorced/separated,YES
390,10/8/1966,3235.61,7/2/2013,9/5/2013,10000,retraining,FR3212356202796478,male : married/widowed,YES
391,10/1/1965,1760.25,27/10/2015,26/1/2017,10000,retraining,DE8595891218198509,female : divorced/separated/married,YES
392,28/9/1996,None,29/3/2017,28/9/2018,500,car (new),CH9279177001652915,female : single,NO
393,16/5/1982,2510.0,17/11/2014,18/10/2015,1000,car (new),FR3972741251430293,female : single,YES
394,23/9/1973,2512.07,22/9/2015,22/4/2016,4000,repairs,FR2416645445425147,female : divorced/separated/married,YES
395,12/9/1978,3198.14,2/1/2015,4/3/2015,2000,others,FR8434982997640989,male : single,YES
396,6/12/1950,2760.16,5/3/2013,4/10/2014,6000,busines,CH678113762822263,male : married/widowed,YES
397,7/11/1977,-1234.53,12/9/2015,12/5/2016,4000,None,BE4684922300501049,None,YES
398,6/6/1978,3479.88,13/7/2013,12/11/2013,10000,car (new),DE7062332038651400,None,YES
399,19/6/1969,4358.22,12/3/2015,10/5/2016,4000,others,DE1991334238601600,female : divorced/separated/married,YES
400,5/8/1990,3793.18,17/3/2014,16/10/2015,1500,business,BE3138132481895075,female : divorced/separated/married,YES
401,16/12/1964,1036.22,14/6/2014,14/5/2016,1000,business,DE6818787770272919,None,YES
402,4/1/1969,4411.77,15/6/2014,13/2/2015,5000,radio/television,FR6490098836619509,male : married/widowed,YES
403,7/5/1975,2387.49,6/12/2017,7/4/2018,3000,education,FR673880370667131,male : divorced/separated,YES
404,12/9/1952,4868.84,3/5/2014,3/4/2015,500,others,BE1240359748914782,None,NO
405,19/12/1965,3354.11,28/3/2016,27/4/2016,500,radio/television,FR7833309944964763,female : single,YES
406,9/3/1992,21856.79,25/1/2015,25/7/2016,10000,busines,ES4176330068307911,male : divorced/separated,YES
407,14/12/1990,6759.86,1/9/2014,1/2/2015,8000,others,DE2170389651571771,male : single,YES
408,2/1/1990,None,7/4/2013,7/5/2013,8000,radio/television,DE1643952060842679,male : married/widowed,YES
409,24/11/1972,3453.38,2/10/2017,1/11/2017,8000,others,CH7434763329280103,female : divorced/separated/married,YES
410,16/8/1966,None,18/5/2013,16/1/2015,500,car (new),CH963974845180861,female : divorced/separated/married,YES
411,23/8/1985,2609.18,20/9/2015,20/11/2015,8000,others,DE4091667940744951,male : single,YES
412,25/4/1948,2778.21,2/6/2014,26/2/2017,500,retraining,ES7371388556614982,female : divorced/separated/married,YES
413,3/2/1986,-7236.84,12/2/2017,12/11/2017,10000,retraining,ES1739767626453952,male : divorced/separated,YES
414,1/1/1900,18372.96,8/7/2016,6/1/2018,10000,car (new),ES2948815744320176,male : single,YES
415,21/10/1981,4100.35,24/4/2017,23/8/2017,500,radio/television,DE6121880670302153,female : single,YES
416,9/10/1943,3084.03,30/1/2013,30/1/2015,8000,busines,DE8608193156561613,male : divorced/separated,YES
417,10/10/1950,None,9/11/2013,10/8/2015,500,car (new),CH2602151599013424,female : divorced/separated/married,YES
418,3/6/1963,2466.34,21/3/2017,21/3/2017,10000,repairs,BE4722056513128524,female : divorced/separated/married,YES
419,28/2/1949,1658.42,27/5/2015,10/8/2016,10000,car (new),DE6866703710839557,male : divorced/separated,YES
420,19/7/1980,13829.36,22/3/2017,22/5/2018,6000,radio/television,FR6755261382297994,None,NO
421,22/10/1998,17224.78,23/11/2017,23/1/2019,1000,retraining,DE9743089154034503,female : single,YES
422,24/9/1943,3733.76,3/3/2015,1/11/2015,500,radio/television,DE2204609642794271,female : divorced/separated/married,YES
423,12/12/1988,4098.51,2/11/2016,3/6/2017,6000,retraining,DE7483721460729806,None,YES
424,20/11/1960,2995.79,8/10/2016,8/6/2017,1000,education,DE7973022779687402,male : divorced/separated,YES
425,12/8/1940,4070.73,25/4/2013,26/3/2014,5000,repairs,DE4490660311696994,male : single,YES
426,28/3/1996,1368.29,5/5/2013,5/5/2015,8000,car (new),BE236352865774189,None,YES
427,3/6/1971,2058.0,2/6/2016,1/11/2016,3000,retraining,DE3053104780230956,male : married/widowed,YES
428,13/3/1971,3857.57,30/4/2013,29/9/2013,2000,retraining,DE4972108034430182,female : divorced/separated/married,YES
429,28/1/1992,3370.14,10/12/2014,10/10/2015,500,business,ES485576590192952,male : divorced/separated,YES
430,3/8/1953,2759.9,5/6/2013,5/8/2013,1500,domestic appliances,DE5244617382859634,None,YES
431,18/12/1998,3265.12,16/6/2013,16/5/2014,1500,education,DE3117221783285636,female : single,YES
432,8/6/1954,3847.61,17/5/2017,15/1/2019,5000,car (new),CH1351242358878873,female : single,YES
433,30/1/1973,None,4/4/2017,4/8/2018,10000,car (new),DE7961739445309444,female : divorced/separated/married,YES
434,23/4/1969,None,21/3/2014,18/2/2016,2000,retraining,BE1192471960853897,male : single,YES
435,10/7/1956,None,24/5/2013,23/12/2013,10000,others,DE8950956651665156,None,YES
436,22/3/1959,22107.34,3/7/2017,3/5/2019,2000,vacation,CH9784816697808687,male : divorced/separated,YES
437,22/6/1959,None,25/2/2017,26/11/2017,10000,others,DE9980172251787822,male : married/widowed,YES
438,16/7/1987,3712.38,15/12/2014,15/7/2016,4000,retraining,DE9195383003143727,female : single,YES
439,20/5/1993,None,26/3/2013,26/3/2013,500,others,CH1188718201127126,None,YES
440,14/5/1981,2414.88,25/1/2015,25/9/2016,1500,retraining,DE1836313354484284,male : married/widowed,YES
441,13/2/1988,2674.66,15/3/2017,14/8/2018,8000,vacation,BE6088119936533371,male : married/widowed,YES
